timestamp,date,time,open,high,low,close,volume
1777593600000,2026-05-01,00:00:00,4626.305,4628.565,4623.035,4627.595,0.1294
1777593900000,2026-05-01,00:05:00,4627.545,4630.915,4625.235,4626.705,0.1041
1777594200000,2026-05-01,00:10:00,4626.725,4627.495,4620.615,4622.215,0.1129
1777594500000,2026-05-01,00:15:00,4622.185,4627.315,4620.795,4625.905,0.1059
1777594800000,2026-05-01,00:20:00,4625.885,4628.305,4623.205,4623.205,0.0863
1777595100000,2026-05-01,00:25:00,4623.165,4625.295,4622.908,4623.385,0.0938
1777595400000,2026-05-01,00:30:00,4623.418,4624.685,4621.055,4621.425,0.0899
1777595700000,2026-05-01,00:35:00,4621.395,4622.055,4618.335,4620.955,0.0868
1777596000000,2026-05-01,00:40:00,4620.915,4621.835,4618.715,4620.585,0.0563
1777596300000,2026-05-01,00:45:00,4620.605,4623.255,4620.435,4622.045,0.0747
1777596600000,2026-05-01,00:50:00,4622.015,4624.105,4620.725,4624.105,0.0689
1777596900000,2026-05-01,00:55:00,4624.195,4624.975,4619.425,4619.545,0.1505
1777597200000,2026-05-01,01:00:00,4619.575,4620.785,4616.715,4617.355,0.1285
1777597500000,2026-05-01,01:05:00,4617.285,4619.485,4615.935,4617.795,0.0711
1777597800000,2026-05-01,01:10:00,4617.825,4619.255,4615.385,4618.305,0.0814
1777598100000,2026-05-01,01:15:00,4618.235,4618.865,4614.255,4614.355,0.0789
1777598400000,2026-05-01,01:20:00,4614.325,4616.465,4613.735,4614.835,0.0851
1777598700000,2026-05-01,01:25:00,4614.905,4616.515,4614.345,4616.165,0.0646
1777599000000,2026-05-01,01:30:00,4616.145,4620.705,4615.935,4619.285,0.092
1777599300000,2026-05-01,01:35:00,4619.255,4621.245,4618.895,4620.915,0.0638
1777599600000,2026-05-01,01:40:00,4620.895,4621.685,4618.815,4619.875,0.0616
1777599900000,2026-05-01,01:45:00,4619.905,4620.555,4618.785,4619.765,0.0566
1777600200000,2026-05-01,01:50:00,4619.685,4621.435,4618.585,4619.155,0.0603
1777600500000,2026-05-01,01:55:00,4619.085,4622.045,4618.625,4620.765,0.0606
1777600800000,2026-05-01,02:00:00,4620.725,4625.165,4619.585,4624.475,0.0631
1777601100000,2026-05-01,02:05:00,4624.505,4626.015,4623.215,4625.985,0.0958
1777601400000,2026-05-01,02:10:00,4625.955,4634.305,4625.955,4630.575,0.1137
1777601700000,2026-05-01,02:15:00,4630.635,4635.695,4630.048,4633.325,0.0938
1777602000000,2026-05-01,02:20:00,4633.375,4633.785,4628.575,4629.705,0.0845
1777602300000,2026-05-01,02:25:00,4629.745,4630.945,4628.118,4629.125,0.0539
1777602600000,2026-05-01,02:30:00,4629.105,4630.825,4628.335,4628.515,0.0645
1777602900000,2026-05-01,02:35:00,4628.545,4630.318,4627.685,4628.085,0.0594
1777603200000,2026-05-01,02:40:00,4628.045,4628.525,4623.585,4624.055,0.072
1777603500000,2026-05-01,02:45:00,4624.035,4624.285,4619.085,4620.595,0.0825
1777603800000,2026-05-01,02:50:00,4620.535,4620.635,4617.918,4619.685,0.0935
1777604100000,2026-05-01,02:55:00,4619.735,4619.735,4616.235,4618.875,0.0662
1777604400000,2026-05-01,03:00:00,4618.845,4620.325,4617.535,4618.365,0.0708
