timestamp,date,time,open,high,low,close,volume
1772406000000,2026-03-01,23:00:00,5372.198,5378.378,5296.668,5333.418,0.2237
1772406300000,2026-03-01,23:05:00,5367.548,5371.888,5330,5350.958,0.2094
1772406600000,2026-03-01,23:10:00,5350.618,5356.945,5340.895,5346.645,0.2932
1772406900000,2026-03-01,23:15:00,5346.945,5357.915,5342.925,5346.745,0.3802
1772407200000,2026-03-01,23:20:00,5346.715,5355.685,5343.148,5350.525,0.2912
1772407500000,2026-03-01,23:25:00,5350.185,5356.638,5349.198,5354.625,0.3162
1772407800000,2026-03-01,23:30:00,5354.455,5369.825,5352.275,5366.475,0.2641
1772408100000,2026-03-01,23:35:00,5366.295,5379.995,5362.865,5376.565,0.2519
1772408400000,2026-03-01,23:40:00,5376.625,5392.995,5374.375,5381.655,0.3376
1772408700000,2026-03-01,23:45:00,5381.675,5387.005,5373.535,5386.865,0.2387
1772409000000,2026-03-01,23:50:00,5386.785,5389.905,5381.185,5388.195,0.1691
1772409300000,2026-03-01,23:55:00,5388.195,5389.795,5377.295,5386.545,0.1953
1772409600000,2026-03-02,00:00:00,5386.675,5387.645,5366.725,5375.675,0.3101
1772409900000,2026-03-02,00:05:00,5375.715,5379.085,5363.675,5367.175,0.2767
1772410200000,2026-03-02,00:10:00,5367.335,5377.775,5366.715,5375.545,0.3255
1772410500000,2026-03-02,00:15:00,5375.585,5375.665,5358.615,5359.475,0.3298
1772410800000,2026-03-02,00:20:00,5359.425,5365.405,5349.025,5362.825,0.2879
1772411100000,2026-03-02,00:25:00,5362.815,5366.045,5352.535,5364.255,0.2156
1772411400000,2026-03-02,00:30:00,5364.335,5372.945,5358.718,5368.315,0.265
1772411700000,2026-03-02,00:35:00,5368.285,5372.815,5365.015,5371.765,0.1669
1772412000000,2026-03-02,00:40:00,5371.735,5372.065,5361.665,5365.005,0.1401
1772412300000,2026-03-02,00:45:00,5365.055,5365.995,5360.915,5364.545,0.1369
1772412600000,2026-03-02,00:50:00,5364.565,5365.205,5342.235,5345.055,0.2109
1772412900000,2026-03-02,00:55:00,5345.175,5354.885,5340.375,5347.045,0.1809
1772413200000,2026-03-02,01:00:00,5347.015,5347.015,5314.765,5329.155,0.466
1772413500000,2026-03-02,01:05:00,5328.685,5335.165,5317.475,5326.789,0.442
1772413800000,2026-03-02,01:10:00,5326.755,5342.665,5325.225,5339.675,0.371
1772414100000,2026-03-02,01:15:00,5339.695,5345.545,5331.195,5332.075,0.3465
1772414400000,2026-03-02,01:20:00,5332.075,5336.205,5318.625,5322.555,0.3231
1772414700000,2026-03-02,01:25:00,5322.815,5330.355,5302.695,5306.855,0.3291
1772415000000,2026-03-02,01:30:00,5306.905,5327.125,5304.855,5324.985,0.3689
1772415300000,2026-03-02,01:35:00,5325.065,5334.355,5321.655,5333.905,0.2673
1772415600000,2026-03-02,01:40:00,5333.775,5338.755,5327.595,5333.615,0.2984
1772415900000,2026-03-02,01:45:00,5333.065,5337.785,5326.498,5330.355,0.3232
1772416200000,2026-03-02,01:50:00,5330.315,5336.855,5325.715,5336.815,0.2075
