timestamp,date,time,open,high,low,close,volume
1740956400000,2025-03-02,23:00:00,2855.205,2874.935,2855.075,2873.415,0.3934
1740956700000,2025-03-02,23:05:00,2873.415,2874.115,2869.205,2873.845,0.5394
1740957000000,2025-03-02,23:10:00,2873.775,2876.905,2871.645,2872.785,0.64
1740957300000,2025-03-02,23:15:00,2872.685,2873.595,2870.475,2873.595,0.1154
1740957600000,2025-03-02,23:20:00,2873.575,2873.885,2869.875,2870.145,0.15
1740957900000,2025-03-02,23:25:00,2870.135,2871.805,2869.775,2870.875,0.1155
1740958200000,2025-03-02,23:30:00,2870.875,2872.055,2869.625,2872.055,0.1051
1740958500000,2025-03-02,23:35:00,2871.945,2872.275,2871.085,2871.608,0.1035
1740958800000,2025-03-02,23:40:00,2871.765,2872.515,2870.565,2871.325,0.0715
1740959100000,2025-03-02,23:45:00,2871.315,2872.095,2863.805,2864.698,0.1348
1740959400000,2025-03-02,23:50:00,2864.498,2867.048,2864.148,2866.948,0.0575
1740959700000,2025-03-02,23:55:00,2866.948,2870.848,2866.678,2870.608,0.0583
1740960000000,2025-03-03,00:00:00,2870.608,2871.091,2867.325,2868.948,0.1094
1740960300000,2025-03-03,00:05:00,2869.048,2869.348,2865.955,2868.125,0.0963
1740960600000,2025-03-03,00:10:00,2868.145,2870.085,2868.055,2870.005,0.0482
1740960900000,2025-03-03,00:15:00,2869.985,2870.905,2868.645,2870.275,0.0955
1740961200000,2025-03-03,00:20:00,2870.255,2870.295,2867.468,2868.588,0.1078
1740961500000,2025-03-03,00:25:00,2868.588,2869.848,2867.515,2869.368,0.1068
1740961800000,2025-03-03,00:30:00,2869.368,2869.798,2867.438,2867.438,0.1311
1740962100000,2025-03-03,00:35:00,2867.438,2869.118,2866.985,2867.478,0.1316
1740962400000,2025-03-03,00:40:00,2867.518,2869.348,2867.378,2868.268,0.0867
1740962700000,2025-03-03,00:45:00,2868.268,2868.848,2867.168,2867.448,0.0781
1740963000000,2025-03-03,00:50:00,2867.748,2868.048,2866.235,2867.448,0.1288
1740963300000,2025-03-03,00:55:00,2867.448,2867.848,2864.895,2865.495,0.1326
1740963600000,2025-03-03,01:00:00,2865.525,2868.615,2863.868,2867.638,0.361
1740963900000,2025-03-03,01:05:00,2867.638,2868.495,2866.408,2866.408,0.2621
1740964200000,2025-03-03,01:10:00,2866.408,2868.948,2866.148,2867.628,0.214
1740964500000,2025-03-03,01:15:00,2867.628,2869.198,2865.958,2868.528,0.2289
1740964800000,2025-03-03,01:20:00,2868.568,2869.548,2867.825,2868.848,0.1787
1740965100000,2025-03-03,01:25:00,2868.848,2870.955,2867.395,2870.885,0.1624
1740965400000,2025-03-03,01:30:00,2870.885,2871.815,2870.315,2870.615,0.1631
1740965700000,2025-03-03,01:35:00,2870.585,2870.915,2868.825,2869.285,0.1428
1740966000000,2025-03-03,01:40:00,2869.305,2869.965,2868.535,2868.875,0.0782
1740966300000,2025-03-03,01:45:00,2868.945,2869.755,2868.205,2869.185,0.111
1740966600000,2025-03-03,01:50:00,2869.165,2871.565,2869.048,2871.048,0.1492
1740966900000,2025-03-03,01:55:00,2871.065,2871.848,2870.225,2870.765,0.119
1740967200000,2025-03-03,02:00:00,2870.735,2871.015,2869.665,2870.275,0.1375
1740967500000,2025-03-03,02:05:00,2870.305,2871.295,2869.965,2870.335,0.1181
1740967800000,2025-03-03,02:10:00,2870.355,2871.005,2869.885,2869.975,0.0902
1740968100000,2025-03-03,02:15:00,2869.958,2871.695,2869.665,2871.615,0.0979
1740968400000,2025-03-03,02:20:00,2871.605,2871.815,2870.705,2870.885,0.0959
1740968700000,2025-03-03,02:25:00,2870.875,2871.285,2869.435,2870.005,0.0887
1740969000000,2025-03-03,02:30:00,2869.725,2870.275,2868.995,2870.045,0.1048
1740969300000,2025-03-03,02:35:00,2870.075,2870.425,2869.345,2870.025,0.0658
1740969600000,2025-03-03,02:40:00,2870.005,2870.295,2869.305,2869.965,0.0543
1740969900000,2025-03-03,02:45:00,2869.945,2870.135,2868.135,2868.205,0.0587
1740970200000,2025-03-03,02:50:00,2868.275,2870.115,2868.185,2869.195,0.0785
1740970500000,2025-03-03,02:55:00,2869.135,2869.395,2867.848,2868.035,0.0811
1740970800000,2025-03-03,03:00:00,2867.848,2867.848,2865.985,2866.585,0.1009
1740971100000,2025-03-03,03:05:00,2866.645,2866.745,2863.555,2864.145,0.1414
1740971400000,2025-03-03,03:10:00,2864.105,2864.175,2861.725,2862.715,0.1506
1740971700000,2025-03-03,03:15:00,2862.695,2863.355,2861.355,2862.765,0.1231
1740972000000,2025-03-03,03:20:00,2862.775,2863.265,2859.055,2862.015,0.1507
1740972300000,2025-03-03,03:25:00,2862.025,2862.625,2861.075,2861.755,0.1542
1740972600000,2025-03-03,03:30:00,2861.755,2863.545,2861.505,2863.285,0.1514
1740972900000,2025-03-03,03:35:00,2863.265,2864.695,2863.175,2864.585,0.3005
1740973200000,2025-03-03,03:40:00,2864.565,2865.245,2864.295,2864.695,0.1039
1740973500000,2025-03-03,03:45:00,2864.675,2864.785,2863.915,2864.025,0.1234
1740973800000,2025-03-03,03:50:00,2864.065,2866.185,2864.065,2865.348,0.2223
1740974100000,2025-03-03,03:55:00,2865.348,2865.348,2863.788,2864.655,0.4398
1740974400000,2025-03-03,04:00:00,2864.648,2864.965,2863.635,2863.948,0.2666
1740974700000,2025-03-03,04:05:00,2863.948,2863.948,2862.875,2863.645,0.0788
1740975000000,2025-03-03,04:10:00,2863.685,2864.095,2863.368,2864.095,0.0436
1740975300000,2025-03-03,04:15:00,2864.115,2864.175,2863.368,2863.725,0.0344
1740975600000,2025-03-03,04:20:00,2863.755,2864.295,2863.718,2863.775,0.0309
1740975900000,2025-03-03,04:25:00,2863.775,2864.325,2863.538,2864.305,0.0896
1740976200000,2025-03-03,04:30:00,2864.305,2866.115,2863.735,2865.735,0.2503
