timestamp,date,time,open,high,low,close,volume
1756684800000,2025-09-01,00:00:00,3447.685,3447.685,3443.948,3444.198,0.3655
1756685100000,2025-09-01,00:05:00,3444.198,3444.905,3443.125,3443.515,0.216
1756685400000,2025-09-01,00:10:00,3443.545,3444.015,3442.845,3443.335,0.0706
1756685700000,2025-09-01,00:15:00,3443.305,3444.635,3443.155,3443.655,0.1333
1756686000000,2025-09-01,00:20:00,3443.655,3444.798,3443.075,3443.598,0.1275
1756686300000,2025-09-01,00:25:00,3443.505,3445.515,3442.398,3445.048,0.1093
1756686600000,2025-09-01,00:30:00,3445.048,3445.748,3443.755,3444.148,0.0919
1756686900000,2025-09-01,00:35:00,3444.348,3444.748,3443.748,3444.398,0.0593
1756687200000,2025-09-01,00:40:00,3444.498,3445.098,3442.975,3443.385,0.1049
1756687500000,2025-09-01,00:45:00,3443.415,3444.025,3442.735,3443.535,0.0453
1756687800000,2025-09-01,00:50:00,3443.465,3443.695,3442.535,3442.895,0.0757
1756688100000,2025-09-01,00:55:00,3442.925,3444.005,3442.835,3443.785,0.097
1756688400000,2025-09-01,01:00:00,3443.815,3445.195,3441.715,3442.748,0.5055
1756688700000,2025-09-01,01:05:00,3442.738,3443.495,3439.498,3440.098,0.348
1756689000000,2025-09-01,01:10:00,3440.098,3440.498,3438.618,3439.125,0.2091
1756689300000,2025-09-01,01:15:00,3439.125,3440.248,3438.798,3439.198,0.1389
1756689600000,2025-09-01,01:20:00,3439.105,3439.175,3437.495,3438.465,0.1464
1756689900000,2025-09-01,01:25:00,3438.348,3439.135,3436.548,3438.775,0.3093
1756690200000,2025-09-01,01:30:00,3438.665,3442.435,3438.085,3441.415,0.2372
1756690500000,2025-09-01,01:35:00,3441.435,3442.015,3439.635,3442.015,0.1518
1756690800000,2025-09-01,01:40:00,3442.035,3446.885,3441.755,3446.765,0.2101
1756691100000,2025-09-01,01:45:00,3446.765,3449.955,3446.055,3448.185,0.3763
1756691400000,2025-09-01,01:50:00,3448.325,3451.395,3448.095,3449.635,0.2446
1756691700000,2025-09-01,01:55:00,3449.575,3458.935,3449.235,3456.855,0.5572
1756692000000,2025-09-01,02:00:00,3456.969,3458.348,3454.695,3457.748,0.6046
1756692300000,2025-09-01,02:05:00,3457.548,3470.725,3457.045,3465.735,1.4273
1756692600000,2025-09-01,02:10:00,3465.735,3466.505,3457.555,3458.305,0.9193
1756692900000,2025-09-01,02:15:00,3458.345,3460.895,3455.455,3459.635,0.4184
1756693200000,2025-09-01,02:20:00,3459.635,3462.535,3457.018,3461.465,0.6197
1756693500000,2025-09-01,02:25:00,3461.455,3468.875,3461.455,3465.965,0.5469
1756693800000,2025-09-01,02:30:00,3465.905,3468.985,3464.845,3468.855,0.4589
1756694100000,2025-09-01,02:35:00,3468.875,3471.895,3467.425,3470.835,0.6441
1756694400000,2025-09-01,02:40:00,3470.625,3476.298,3470.595,3475.175,0.6522
1756694700000,2025-09-01,02:45:00,3475.205,3478.155,3473.915,3475.885,0.4192
1756695000000,2025-09-01,02:50:00,3475.855,3476.325,3474.105,3475.015,0.3444
1756695300000,2025-09-01,02:55:00,3474.965,3484.335,3474.575,3483.175,0.6264
1756695600000,2025-09-01,03:00:00,3483.225,3485.798,3477.715,3478.075,0.6712
1756695900000,2025-09-01,03:05:00,3478.155,3479.398,3473.448,3473.848,0.5308
1756696200000,2025-09-01,03:10:00,3473.948,3474.135,3469.185,3472.985,0.4625
1756696500000,2025-09-01,03:15:00,3473.015,3476.065,3471.365,3472.748,0.2086
1756696800000,2025-09-01,03:20:00,3472.848,3473.548,3470.148,3472.965,0.4101
1756697100000,2025-09-01,03:25:00,3472.955,3473.548,3469.335,3471.575,0.2805
1756697400000,2025-09-01,03:30:00,3471.455,3475.765,3471.195,3474.075,0.2113
1756697700000,2025-09-01,03:35:00,3473.655,3476.088,3472.715,3475.065,0.2506
1756698000000,2025-09-01,03:40:00,3475.055,3475.155,3473.225,3473.835,0.1345
1756698300000,2025-09-01,03:45:00,3473.855,3475.455,3473.655,3474.905,0.0665
1756698600000,2025-09-01,03:50:00,3474.955,3475.195,3473.145,3473.665,0.1439
1756698900000,2025-09-01,03:55:00,3473.655,3475.055,3473.285,3474.365,0.0866
1756699200000,2025-09-01,04:00:00,3474.405,3475.365,3473.815,3474.035,0.068
1756699500000,2025-09-01,04:05:00,3474.105,3474.455,3473.575,3474.405,0.0524
1756699800000,2025-09-01,04:10:00,3474.375,3475.385,3473.215,3474.765,0.0624
1756700100000,2025-09-01,04:15:00,3474.745,3475.045,3473.745,3474.945,0.0472
1756700400000,2025-09-01,04:20:00,3474.975,3478.015,3474.795,3477.895,0.1725
1756700700000,2025-09-01,04:25:00,3477.755,3479.005,3472.608,3473.585,0.4
1756701000000,2025-09-01,04:30:00,3473.585,3473.585,3472.048,3473.365,0.2372
1756701300000,2025-09-01,04:35:00,3473.395,3475.405,3473.215,3474.955,0.087
1756701600000,2025-09-01,04:40:00,3474.935,3475.345,3474.278,3474.725,0.0784
1756701900000,2025-09-01,04:45:00,3474.655,3475.205,3474.245,3474.885,0.0909
1756702200000,2025-09-01,04:50:00,3474.885,3475.845,3474.808,3475.598,0.0686
1756702500000,2025-09-01,04:55:00,3475.598,3475.725,3474.998,3474.998,0.0335
1756702800000,2025-09-01,05:00:00,3474.998,3476.925,3474.575,3476.625,0.0622
1756703100000,2025-09-01,05:05:00,3476.685,3477.545,3476.245,3477.315,0.0646
1756703400000,2025-09-01,05:10:00,3477.335,3477.755,3474.245,3474.295,0.1458
1756703700000,2025-09-01,05:15:00,3474.265,3476.845,3474.118,3476.845,0.1088
1756704000000,2025-09-01,05:20:00,3476.735,3477.735,3475.855,3476.495,0.1137
1756704300000,2025-09-01,05:25:00,3476.645,3478.355,3476.295,3478.085,0.0823
1756704600000,2025-09-01,05:30:00,3478.105,3480.635,3476.948,3480.345,0.1652
1756704900000,2025-09-01,05:35:00,3480.375,3482.485,3476.425,3476.595,0.322
1756705200000,2025-09-01,05:40:00,3476.565,3476.675,3474.498,3476.205,0.2502
1756705500000,2025-09-01,05:45:00,3476.235,3481.395,3476.235,3480.065,0.2374
1756705800000,2025-09-01,05:50:00,3480.105,3481.175,3478.655,3479.755,0.1359
1756706100000,2025-09-01,05:55:00,3479.725,3480.505,3476.595,3476.635,0.2932
1756706400000,2025-09-01,06:00:00,3476.535,3480.475,3476.505,3478.555,0.1358
1756706700000,2025-09-01,06:05:00,3478.695,3480.715,3478.105,3480.145,0.1057
1756707000000,2025-09-01,06:10:00,3480.155,3483.125,3479.755,3482.175,0.1425
1756707300000,2025-09-01,06:15:00,3482.205,3484.045,3481.345,3482.835,0.1332
1756707600000,2025-09-01,06:20:00,3482.855,3486.055,3482.405,3485.695,0.1194
1756707900000,2025-09-01,06:25:00,3485.735,3485.935,3484.095,3485.315,0.1305
1756708200000,2025-09-01,06:30:00,3485.365,3487.035,3482.935,3486.835,0.12
1756708500000,2025-09-01,06:35:00,3486.815,3489.345,3486.435,3488.175,0.1315
1756708800000,2025-09-01,06:40:00,3488.205,3489.595,3486.515,3487.775,0.3417
1756709100000,2025-09-01,06:45:00,3487.735,3488.035,3484.975,3487.525,0.1858
1756709400000,2025-09-01,06:50:00,3487.515,3487.695,3483.725,3485.165,0.2722
1756709700000,2025-09-01,06:55:00,3485.105,3485.305,3477.895,3478.885,0.4168
1756710000000,2025-09-01,07:00:00,3478.899,3480.625,3476.805,3476.865,0.4996
1756710300000,2025-09-01,07:05:00,3476.825,3479.155,3475.995,3478.085,0.4569
1756710600000,2025-09-01,07:10:00,3478.085,3478.445,3474.035,3475.385,0.3874
1756710900000,2025-09-01,07:15:00,3475.395,3476.075,3472.095,3473.695,0.3834
1756711200000,2025-09-01,07:20:00,3473.705,3475.065,3472.885,3472.975,0.1879
